"herdID","county","BCoVRes","BRSVRes","KlauvstatusRes","JurstatusRes","animalType","animalBreed","animalNumber"
3566,33,0,0,0,0,"Ung ku","Norsk Rødt Fe (NRF)",1
2050,56,0,0,0,0,"Ku","Scottish Highland",4
3017,34,0,1,0,0,"Kvigekalv 16-24 uker","Aberdeen angus",1
3885,42,1,0,0,0,"Kvigekalv 16-24 uker","Norsk Rødt Fe (NRF)",1
3221,50,1,0,0,0,"Ku","Norsk Rødt Fe (NRF)",1
2562,34,1,0,0,0,"Oksekalv 4-8 uker","Krysning - kjøttfe",1
3231,50,0,0,0,0,"Oksekalv 4-8 uker","Hereford",2
3000,55,1,1,0,0,"Ung Kvige","Norsk Rødt Fe (NRF)",1
2027,40,0,1,0,0,"Ung Kvige","Aberdeen angus",9
3597,11,1,1,0,0,"Kvigekalv 8-16 uker","Jersey",1
3212,31,0,1,0,0,"Kvigekalv 4-8 uker","Jersey",8
2003,34,1,1,0,0,"Oksekalv 4-8 uker","Limousin",1
2670,11,1,0,0,1,"Ung Kvige","Norsk Rødt Fe (NRF)",2
3067,40,1,1,0,0,"Kvigekalv 4-8 uker","Norsk Rødt Fe (NRF)",4
3707,55,0,1,0,0,"Kvigekalv 4-8 uker","Krysning - kjøttfe",2
2539,50,0,1,0,0,"Kvige","Norsk Rødt Fe (NRF)",4
3970,42,0,0,0,0,"Oksekalv 8-16 uker","Norsk Rødt Fe (NRF)",1
2192,33,0,0,0,0,"Kvigekalv 8-16 uker","Holstein",3
2291,32,0,0,0,0,"Brukt Okse","Norsk Rødt Fe (NRF)",2
3360,50,1,0,0,0,"Kvige","Hereford",7
2854,55,1,0,0,0,"Kvigekalv 4-8 uker","Norsk Rødt Fe (NRF)",1
3223,55,0,0,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",1
2611,33,0,1,0,0,"Ku","Gamle norske raser",2
3831,56,0,1,0,0,"Kvigekalv 4-8 uker","Norsk Rødt Fe (NRF)",1
2071,39,0,0,0,0,"Oksekalv 4-8 uker","Charolais",8
3090,50,1,0,1,0,"Ung Okse","Jersey",1
2130,40,0,0,0,0,"Ung Okse","Gamle norske raser",2
3857,34,0,0,1,0,"Oksekalv 4-8 uker","Jersey",4
2677,42,0,0,0,0,"Brukt Okse","Gamle norske raser",8
2488,40,1,1,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",2
3249,50,0,0,0,1,"Kvige","Norsk Rødt Fe (NRF)",1
2285,31,0,0,0,0,"Ku","Norsk Rødt Fe (NRF)",1
3496,34,0,1,0,0,"Kvigekalv 16-24 uker","Holstein",1
3973,32,0,0,0,1,"Ung Okse","Gamle norske raser",1
2218,55,0,0,0,0,"Ung Kvige","Hereford",1
3001,31,1,0,0,0,"Kvige","Aberdeen angus",2
3422,32,0,0,0,1,"Ung Okse","Jersey",8
2405,11,0,1,0,0,"Kvige","Norsk Rødt Fe (NRF)",1
3199,32,0,0,0,0,"Kvige","Gamle norske raser",5
3726,31,0,1,1,0,"Oksekalv 1-3 uker","Norsk Rødt Fe (NRF)",3
3238,56,1,1,0,1,"Oksekalv 1-3 uker","Holstein",6
2316,34,0,0,0,1,"Oksekalv 4-8 uker","Holstein",4
2652,40,0,0,1,0,"Kvige","Krysning - melkeraser",1
3747,11,0,1,0,0,"Kvigekalv 8-16 uker","Hereford",3
2351,46,1,1,0,0,"Oksekalv 24-42 uker","Norsk Rødt Fe (NRF)",6
3489,56,0,0,1,0,"Brukt Okse","Gamle norske raser",1
3072,42,1,1,0,0,"Ku","Holstein",1
2046,11,0,1,0,0,"Kvige","Gamle norske raser",8
2833,34,0,1,0,0,"Kvigekalv 8-16 uker","Holstein",4
2094,34,0,0,1,1,"Kvigekalv 4-8 uker","Norsk Rødt Fe (NRF)",1
3194,11,0,1,0,0,"Oksekalv 8-16 uker","Scottish Highland",5
2110,34,0,0,0,0,"Ung ku","Norsk Rødt Fe (NRF)",2
3020,56,1,1,1,1,"Kvigekalv 8-16 uker","Norsk Rødt Fe (NRF)",5
2090,50,0,0,0,0,"Kvige","Hereford",2
2835,32,1,0,0,0,"Ung Okse","Hereford",2
2586,42,0,0,0,0,"Kvigekalv 4-8 uker","Limousin",3
3753,34,0,0,0,0,"Oksekalv 24-42 uker","Holstein",2
2651,34,0,0,0,0,"Kvigekalv 8-16 uker","Norsk Rødt Fe (NRF)",1
2917,34,0,1,0,1,"Oksekalv 16-24 uker","Norsk Rødt Fe (NRF)",2
3672,31,0,0,0,0,"Ung Okse","Aberdeen angus",1
2977,11,1,0,0,0,"Kvigekalv 16-24 uker","Norsk Rødt Fe (NRF)",5
2304,39,0,0,0,0,"Oksekalv 8-16 uker","Hereford",1
3380,39,0,0,0,0,"Ung ku","Hereford",5
2364,31,1,0,1,0,"Oksekalv 1-3 uker","Norsk Rødt Fe (NRF)",3
3067,40,1,1,0,0,"Kvigekalv 1-3 uker","Norsk Rødt Fe (NRF)",3
3230,39,0,0,0,0,"Ung Kvige","Krysning - melkeraser",4
2865,46,0,0,0,0,"Oksekalv 24-42 uker","Aberdeen angus",3
3825,32,1,1,0,0,"Ung Okse","Jersey",1
3568,32,0,1,0,0,"Kvige","Holstein",3
2788,46,0,0,0,0,"Ung ku","Gamle norske raser",1
3926,50,0,1,0,0,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",5
2906,56,0,1,0,0,"Kvige","Norsk Rødt Fe (NRF)",5
2428,40,1,0,0,1,"Kvigekalv 4-8 uker","Norsk Rødt Fe (NRF)",2
3449,11,0,1,0,0,"Kvigekalv 8-16 uker","Jersey",2
3750,50,0,1,0,0,"Ung Okse","Holstein",3
2412,46,0,0,0,0,"Ung Kvige","Aberdeen angus",6
3008,31,0,0,0,1,"Kvigekalv 4-8 uker","Norsk Rødt Fe (NRF)",6
3353,50,0,0,0,1,"Ung Okse","Norsk Rødt Fe (NRF)",2
3596,55,0,0,0,0,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",5
3298,46,0,1,0,0,"Kvigekalv 8-16 uker","Krysning - melkeraser",2
3382,42,0,0,0,0,"Ung Okse","Holstein",1
3418,11,0,1,0,0,"Ung Okse","Jersey",1
2709,34,1,0,0,0,"Ung Okse","Aberdeen angus",1
2001,11,0,1,1,0,"Kvigekalv 8-16 uker","Holstein",10
3367,34,0,0,0,0,"Ung Okse","Charolais",3
2341,42,0,1,0,1,"Oksekalv 16-24 uker","Krysning - melkeraser",1
2186,46,0,0,0,0,"Oksekalv 24-42 uker","Holstein",8
2369,11,0,0,0,0,"Kvige","Andre kjøttferaser",5
2443,42,0,1,0,0,"Brukt Okse","Norsk Rødt Fe (NRF)",9
2037,39,0,1,0,0,"Kvigekalv 8-16 uker","Scottish Highland",2
3502,33,1,0,0,0,"Oksekalv 24-42 uker","Scottish Highland",7
3911,40,0,0,0,0,"Kvige","Holstein",2
3748,11,0,0,0,1,"Oksekalv 8-16 uker","Norsk Rødt Fe (NRF)",3
2070,46,0,1,0,0,"Kvigekalv 4-8 uker","Andre kjøttferaser",1
2265,32,0,0,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",2
2823,31,0,0,0,0,"Ung Okse","Gamle norske raser",1
2826,34,0,0,0,0,"Ung ku","Norsk Rødt Fe (NRF)",9
2544,33,0,1,0,0,"Kvige","Scottish Highland",5
2618,33,0,1,0,0,"Oksekalv 8-16 uker","Hereford",1
2528,18,0,1,1,0,"Kvigekalv 16-24 uker","Norsk Rødt Fe (NRF)",1
2958,39,1,0,0,0,"Ung Kvige","Andre kjøttferaser",1
2060,31,0,0,0,0,"Oksekalv 8-16 uker","Gamle norske raser",7
2153,11,0,1,0,0,"Kvigekalv 4-8 uker","Hereford",1
2371,40,0,1,0,0,"Kvigekalv 16-24 uker","Norsk Rødt Fe (NRF)",2
2784,39,0,1,0,0,"Ung Kvige","Andre kjøttferaser",1
3109,11,0,0,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",3
2030,55,1,0,1,0,"Ung Kvige","Norsk Rødt Fe (NRF)",3
2657,39,0,1,1,0,"Kvigekalv 8-16 uker","Norsk Rødt Fe (NRF)",9
2598,11,0,1,0,1,"Kvige","Gamle norske raser",1
2888,11,0,0,0,0,"Oksekalv 4-8 uker","Scottish Highland",2
2253,39,0,0,0,0,"Oksekalv 8-16 uker","Charolais",1
3806,50,0,1,0,0,"Kvigekalv 4-8 uker","Aberdeen angus",3
3975,50,0,0,0,0,"Kvigekalv 1-3 uker","Norsk Rødt Fe (NRF)",7
3967,55,0,0,0,0,"Kvigekalv 4-8 uker","Norsk Rødt Fe (NRF)",1
3210,50,0,0,0,0,"Kvigekalv 16-24 uker","Norsk Rødt Fe (NRF)",1
2430,32,0,0,0,0,"Oksekalv 24-42 uker","Hereford",1
3952,39,0,0,0,0,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",7
3303,32,0,1,0,0,"Ung Okse","Holstein",9
2095,32,1,1,0,0,"Oksekalv 16-24 uker","Norsk Rødt Fe (NRF)",1
3526,46,0,1,0,1,"Ung ku","Norsk Rødt Fe (NRF)",2
2230,32,0,1,0,1,"Kvigekalv 4-8 uker","Jersey",2
2487,50,0,1,0,0,"Kvige","Holstein",1
2944,34,1,0,0,0,"Kvigekalv 16-24 uker","Jersey",2
2769,42,0,1,0,1,"Kvigekalv 24-42 uker","Hereford",1
2463,39,0,0,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",1
2477,15,0,1,0,0,"Kvigekalv 16-24 uker","Krysning - kjøttfe",2
3120,11,0,1,0,0,"Kvigekalv 8-16 uker","Holstein",1
3672,31,0,0,0,0,"Kvigekalv 8-16 uker","Aberdeen angus",1
2103,42,0,0,0,0,"Oksekalv 8-16 uker","Holstein",5
2893,56,0,0,0,0,"Oksekalv 16-24 uker","Scottish Highland",5
3949,34,0,1,0,0,"Ku","Holstein",2
3890,33,0,0,0,0,"Ung Okse","Hereford",6
2578,39,0,0,0,1,"Ku","Norsk Rødt Fe (NRF)",1
3917,39,0,0,1,0,"Oksekalv 1-3 uker","Aberdeen angus",5
3591,34,0,1,0,0,"Oksekalv 1-3 uker","Hereford",4
2890,15,0,1,0,0,"Oksekalv 1-3 uker","Norsk Rødt Fe (NRF)",2
2249,31,0,0,0,0,"Oksekalv 24-42 uker","Charolais",3
2357,50,0,0,0,0,"Kvige","Norsk Rødt Fe (NRF)",6
2972,31,0,0,0,0,"Oksekalv 1-3 uker","Charolais",2
2801,40,0,0,0,0,"Ung Okse","Andre kjøttferaser",4
3221,50,1,0,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",1
2270,31,0,0,1,0,"Ung Kvige","Charolais",2
3723,32,1,0,0,0,"Brukt Okse","Norsk Rødt Fe (NRF)",3
2934,42,0,0,0,0,"Oksekalv 16-24 uker","Holstein",2
3856,34,1,0,0,0,"Ung Okse","Jersey",3
2945,34,0,1,0,1,"Ku","Hereford",1
2898,33,0,1,0,0,"Kvige","Norsk Rødt Fe (NRF)",6
2630,15,1,0,0,0,"Ung Kvige","Andre kjøttferaser",1
2564,39,0,0,0,0,"Kvigekalv 8-16 uker","Norsk Rødt Fe (NRF)",1
3846,55,0,0,0,0,"Ung Kvige","Limousin",1
2105,50,1,1,0,0,"Ung Kvige","Holstein",5
2119,56,0,0,0,0,"Kvigekalv 8-16 uker","Norsk Rødt Fe (NRF)",3
2013,34,0,1,0,0,"Ung Kvige","Norsk Rødt Fe (NRF)",9
3496,34,0,1,0,0,"Oksekalv 1-3 uker","Holstein",5
3341,11,0,1,0,0,"Kvigekalv 16-24 uker","Andre kjøttferaser",1
2182,50,0,0,0,0,"Kvigekalv 8-16 uker","Holstein",10
2611,33,0,1,0,0,"Brukt Okse","Gamle norske raser",5
2245,42,1,0,0,1,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",7
2514,39,1,1,0,1,"Kvigekalv 16-24 uker","Limousin",1
2906,56,0,1,0,0,"Kvigekalv 4-8 uker","Norsk Rødt Fe (NRF)",3
3699,50,0,0,0,0,"Kvigekalv 8-16 uker","Jersey",4
3044,42,0,1,0,1,"Oksekalv 16-24 uker","Holstein",1
2939,50,0,0,0,0,"Kvige","Hereford",5
2634,11,0,0,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",1
3201,11,1,1,0,0,"Kvigekalv 1-3 uker","Holstein",5
3988,56,1,0,0,0,"Oksekalv 24-42 uker","Krysning - kjøttfe",1
3360,50,1,0,0,0,"Brukt Okse","Hereford",1
3198,50,0,0,0,0,"Kvige","Scottish Highland",4
3613,46,0,0,0,0,"Oksekalv 4-8 uker","Krysning - melkeraser",5
2028,32,0,0,0,0,"Ung Okse","Charolais",2
3334,39,0,0,1,0,"Ung Okse","Gamle norske raser",2
3753,34,0,0,0,0,"Kvigekalv 16-24 uker","Holstein",7
3355,40,0,1,0,0,"Kvigekalv 4-8 uker","Jersey",9
3522,55,0,0,0,0,"Kvigekalv 8-16 uker","Norsk Rødt Fe (NRF)",1
3461,11,0,1,0,0,"Oksekalv 4-8 uker","Gamle norske raser",1
2507,55,0,0,0,0,"Ung Kvige","Gamle norske raser",2
3959,40,0,1,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",2
3142,34,0,1,0,1,"Kvige","Hereford",4
2866,46,1,1,0,0,"Oksekalv 4-8 uker","Hereford",5
2734,46,0,0,1,0,"Kvigekalv 8-16 uker","Gamle norske raser",10
2105,50,1,1,0,0,"Kvige","Holstein",3
3453,34,0,0,0,1,"Oksekalv 8-16 uker","Krysning - melkeraser",1
3321,42,0,0,0,0,"Kvigekalv 8-16 uker","Andre kjøttferaser",9
3438,11,0,0,0,0,"Ung Kvige","Krysning - kjøttfe",7
2285,31,0,0,0,0,"Brukt Okse","Norsk Rødt Fe (NRF)",1
3351,11,0,0,1,0,"Ung Kvige","Krysning - kjøttfe",1
3748,11,0,0,0,1,"Oksekalv 16-24 uker","Norsk Rødt Fe (NRF)",6
2214,46,0,1,0,0,"Ku","Andre kjøttferaser",5
3069,50,0,0,0,0,"Oksekalv 16-24 uker","Krysning - kjøttfe",5
2232,11,0,0,0,0,"Oksekalv 4-8 uker","Gamle norske raser",2
3020,56,1,1,1,1,"Oksekalv 1-3 uker","Norsk Rødt Fe (NRF)",10
3081,31,0,0,0,0,"Kvigekalv 16-24 uker","Norsk Rødt Fe (NRF)",2
3822,31,0,0,1,0,"Kvige","Holstein",5
2867,11,0,1,1,0,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",2
3710,46,0,1,0,0,"Ung ku","Holstein",6
3490,42,1,0,0,0,"Ku","Norsk Rødt Fe (NRF)",1
2882,11,0,0,0,0,"Ku","Norsk Rødt Fe (NRF)",1
2678,18,0,1,0,0,"Oksekalv 24-42 uker","Norsk Rødt Fe (NRF)",1
3090,50,1,0,1,0,"Kvigekalv 4-8 uker","Jersey",2
2254,31,0,0,0,0,"Ung Kvige","Limousin",7
2407,46,0,0,0,0,"Kvige","Krysning - melkeraser",9
2833,34,0,1,0,0,"Ung Kvige","Holstein",7
2995,50,0,0,0,0,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",1
3728,55,1,0,0,0,"Oksekalv 24-42 uker","Norsk Rødt Fe (NRF)",4
2697,40,0,1,0,0,"Kvigekalv 24-42 uker","Scottish Highland",1
3800,50,0,0,0,0,"Ung ku","Holstein",1
3003,39,0,1,0,0,"Oksekalv 1-3 uker","Gamle norske raser",4
2113,34,0,0,0,0,"Ung Kvige","Hereford",5
2603,42,0,0,0,0,"Ung ku","Gamle norske raser",1
3708,46,0,0,0,0,"Ung Okse","Aberdeen angus",2
2990,11,0,0,0,0,"Ung Okse","Krysning - kjøttfe",3
2136,31,0,1,0,0,"Kvige","Jersey",3
3243,42,0,1,0,0,"Kvigekalv 16-24 uker","Norsk Rødt Fe (NRF)",4
2481,34,0,1,0,0,"Oksekalv 24-42 uker","Krysning - melkeraser",1
3712,33,0,0,0,0,"Kvigekalv 24-42 uker","Gamle norske raser",6
2176,39,0,0,0,0,"Kvigekalv 8-16 uker","Norsk Rødt Fe (NRF)",1
3803,40,0,0,1,0,"Kvigekalv 1-3 uker","Charolais",1
3281,11,0,0,0,0,"Oksekalv 16-24 uker","Gamle norske raser",1
2748,46,0,0,0,0,"Ung Kvige","Andre kjøttferaser",5
2684,50,0,0,0,0,"Kvigekalv 8-16 uker","Hereford",3
3769,46,1,1,0,0,"Kvigekalv 16-24 uker","Holstein",8
3476,39,0,0,0,0,"Oksekalv 8-16 uker","Aberdeen angus",1
2850,55,0,0,1,0,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",1
3989,31,0,0,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",2
2103,42,0,0,0,0,"Kvigekalv 4-8 uker","Holstein",2
2309,46,1,1,0,0,"Ku","Limousin",3
2081,46,1,1,0,0,"Oksekalv 24-42 uker","Holstein",1
2393,31,1,0,0,0,"Oksekalv 1-3 uker","Holstein",2
2036,55,1,1,0,0,"Kvige","Norsk Rødt Fe (NRF)",1
2726,11,0,1,0,0,"Ung ku","Limousin",4
3557,33,0,1,0,0,"Oksekalv 4-8 uker","Scottish Highland",2
3438,11,0,0,0,0,"Ung Kvige","Krysning - kjøttfe",9
2464,34,0,1,0,0,"Oksekalv 8-16 uker","Norsk Rødt Fe (NRF)",5
2444,32,0,1,0,0,"Oksekalv 4-8 uker","Andre kjøttferaser",6
2604,40,0,1,0,1,"Kvigekalv 1-3 uker","Scottish Highland",5
3339,50,1,0,0,0,"Brukt Okse","Krysning - melkeraser",1
3248,11,0,1,0,0,"Oksekalv 4-8 uker","Holstein",10
3607,42,0,1,0,0,"Kvigekalv 4-8 uker","Andre kjøttferaser",1
3178,31,0,0,0,0,"Ung ku","Norsk Rødt Fe (NRF)",1
3693,55,0,0,0,0,"Ung Okse","Aberdeen angus",3
2786,31,0,0,0,0,"Brukt Okse","Norsk Rødt Fe (NRF)",2
3146,11,0,0,0,0,"Ung Okse","Andre kjøttferaser",5
3513,50,0,0,0,0,"Kvigekalv 8-16 uker","Andre kjøttferaser",1
3407,18,1,1,0,0,"Kvigekalv 4-8 uker","Aberdeen angus",3
3990,33,0,1,0,0,"Kvigekalv 1-3 uker","Norsk Rødt Fe (NRF)",1
3734,42,1,0,0,0,"Kvigekalv 8-16 uker","Norsk Rødt Fe (NRF)",10
3747,11,0,1,0,0,"Ung Okse","Hereford",1
3277,15,0,0,0,0,"Ung ku","Jersey",2
3549,55,0,0,0,0,"Kvigekalv 16-24 uker","Simmental",6
2920,33,0,1,0,0,"Oksekalv 16-24 uker","Norsk Rødt Fe (NRF)",3
3455,33,1,0,0,0,"Kvige","Norsk Rødt Fe (NRF)",6
3902,33,1,1,0,0,"Kvige","Andre kjøttferaser",7
2779,50,0,1,0,1,"Ung ku","Norsk Rødt Fe (NRF)",1
2858,50,0,1,1,0,"Kvige","Scottish Highland",1
3967,55,0,0,0,0,"Kvigekalv 24-42 uker","Norsk Rødt Fe (NRF)",1
3000,55,1,1,0,0,"Oksekalv 16-24 uker","Norsk Rødt Fe (NRF)",6
3159,18,0,1,0,0,"Kvigekalv 4-8 uker","Aberdeen angus",9
2842,40,0,1,0,0,"Ku","Gamle norske raser",1
2818,11,0,1,0,0,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",4
2930,50,0,0,0,0,"Kvige","Norsk Rødt Fe (NRF)",5
2174,11,0,0,0,0,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",6
2530,31,1,0,0,0,"Kvigekalv 8-16 uker","Norsk Rødt Fe (NRF)",10
2318,55,0,0,1,0,"Ung Okse","Charolais",2
3050,46,0,1,0,0,"Ung Okse","Jersey",5
2984,33,0,1,0,0,"Kvigekalv 4-8 uker","Hereford",3
3455,33,1,0,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",1
2452,11,0,0,0,0,"Ung Okse","Krysning - melkeraser",2
3184,31,0,0,0,0,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",7
2273,46,0,1,0,0,"Kvige","Norsk Rødt Fe (NRF)",9
2611,33,0,1,0,0,"Oksekalv 24-42 uker","Gamle norske raser",2
2518,50,0,0,0,0,"Kvigekalv 4-8 uker","Gamle norske raser",1
2340,34,0,0,0,0,"Ung Okse","Holstein",5
3415,50,0,0,0,0,"Kvigekalv 8-16 uker","Aberdeen angus",2
3851,11,1,1,0,0,"Oksekalv 8-16 uker","Gamle norske raser",8
2619,34,0,0,0,0,"Oksekalv 4-8 uker","Andre kjøttferaser",8
3325,11,0,1,0,0,"Ung Kvige","Norsk Rødt Fe (NRF)",2
2863,11,0,1,1,0,"Kvigekalv 24-42 uker","Scottish Highland",1
3638,11,0,0,0,0,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",2
2260,34,0,0,0,0,"Ung Kvige","Jersey",10
3815,46,1,0,0,0,"Oksekalv 4-8 uker","Holstein",5
3587,11,0,1,0,0,"Ung Okse","Andre kjøttferaser",2
2292,50,1,1,0,0,"Ung Kvige","Scottish Highland",2
2232,11,0,0,0,0,"Oksekalv 4-8 uker","Gamle norske raser",1
2544,33,0,1,0,0,"Ung Okse","Scottish Highland",1
3327,15,0,0,1,0,"Kvigekalv 8-16 uker","Jersey",8
2037,39,0,1,0,0,"Kvigekalv 4-8 uker","Scottish Highland",5
3582,50,0,0,0,0,"Oksekalv 16-24 uker","Norsk Rødt Fe (NRF)",2
2427,34,0,0,0,0,"Oksekalv 16-24 uker","Krysning - kjøttfe",2
3027,40,0,0,1,1,"Kvigekalv 4-8 uker","Gamle norske raser",3
3670,31,0,0,0,0,"Oksekalv 8-16 uker","Gamle norske raser",8
2208,33,0,0,0,0,"Oksekalv 4-8 uker","Aberdeen angus",10
2154,50,0,0,0,0,"Oksekalv 4-8 uker","Andre kjøttferaser",6
3837,42,0,1,0,0,"Brukt Okse","Scottish Highland",4
3397,11,0,0,0,1,"Ung Kvige","Limousin",3
3571,42,0,0,0,0,"Kvigekalv 1-3 uker","Holstein",1
2273,46,0,1,0,0,"Kvige","Norsk Rødt Fe (NRF)",2
3373,33,0,0,1,0,"Kvigekalv 8-16 uker","Gamle norske raser",1
2625,50,1,0,0,0,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",7
2039,50,0,0,0,0,"Kvige","Charolais",7
3802,11,1,0,0,0,"Kvigekalv 24-42 uker","Charolais",7
2254,31,0,0,0,0,"Kvige","Limousin",3
3070,11,0,1,0,0,"Oksekalv 16-24 uker","Norsk Rødt Fe (NRF)",8
2435,11,0,1,0,0,"Kvigekalv 8-16 uker","Norsk Rødt Fe (NRF)",3
2736,56,0,0,0,0,"Brukt Okse","Norsk Rødt Fe (NRF)",6
2513,33,1,1,0,0,"Oksekalv 1-3 uker","Norsk Rødt Fe (NRF)",4
2525,55,1,0,0,0,"Kvigekalv 4-8 uker","Norsk Rødt Fe (NRF)",2
2109,42,0,0,0,0,"Oksekalv 4-8 uker","Andre kjøttferaser",9
3119,50,0,0,0,0,"Kvige","Jersey",7
3987,55,0,1,0,0,"Kvigekalv 24-42 uker","Norsk Rødt Fe (NRF)",6
3499,11,0,0,0,0,"Kvige","Norsk Rødt Fe (NRF)",7
3730,46,0,0,0,0,"Kvigekalv 4-8 uker","Scottish Highland",9
2728,11,1,0,0,0,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",2
3369,11,0,0,1,0,"Kvigekalv 1-3 uker","Jersey",1
3649,11,1,1,0,0,"Kvige","Andre kjøttferaser",5
3675,42,0,0,0,0,"Ung ku","Norsk Rødt Fe (NRF)",1
3922,18,0,0,0,0,"Oksekalv 16-24 uker","Norsk Rødt Fe (NRF)",1
2772,46,0,0,0,0,"Kvigekalv 4-8 uker","Norsk Rødt Fe (NRF)",4
2801,40,0,0,0,0,"Kvigekalv 4-8 uker","Andre kjøttferaser",3
2924,32,0,0,0,0,"Ung ku","Krysning - kjøttfe",1
2540,39,1,1,0,0,"Kvigekalv 24-42 uker","Norsk Rødt Fe (NRF)",2
3171,15,0,0,0,0,"Kvigekalv 16-24 uker","Norsk Rødt Fe (NRF)",9
3716,32,0,1,0,0,"Ung Kvige","Gamle norske raser",1
2273,46,0,1,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",3
3378,11,0,0,0,0,"Kvige","Norsk Rødt Fe (NRF)",3
3643,11,1,1,0,0,"Kvige","Norsk Rødt Fe (NRF)",3
2105,50,1,1,0,0,"Oksekalv 16-24 uker","Holstein",1
2206,11,0,1,0,1,"Brukt Okse","Holstein",10
2465,18,0,0,0,1,"Kvigekalv 8-16 uker","Jersey",1
3466,31,0,0,0,0,"Kvigekalv 24-42 uker","Norsk Rødt Fe (NRF)",1
3116,55,1,1,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",1
2398,40,0,0,0,0,"Kvigekalv 24-42 uker","Krysning - melkeraser",2
2741,18,0,0,0,1,"Kvigekalv 1-3 uker","Holstein",1
2595,55,0,0,0,0,"Kvigekalv 16-24 uker","Norsk Rødt Fe (NRF)",1
2943,15,0,1,0,0,"Ung ku","Norsk Rødt Fe (NRF)",5
3346,31,1,0,1,0,"Brukt Okse","Holstein",2
2639,11,0,0,0,0,"Kvigekalv 24-42 uker","Simmental",1
3528,39,0,0,1,0,"Kvige","Jersey",1
3918,46,0,0,1,0,"Ung Kvige","Norsk Rødt Fe (NRF)",6
3741,33,0,0,0,0,"Oksekalv 16-24 uker","Norsk Rødt Fe (NRF)",1
3525,40,0,1,0,0,"Ung Okse","Norsk Rødt Fe (NRF)",3
2492,42,0,0,0,0,"Oksekalv 4-8 uker","Jersey",1
2572,33,0,0,0,0,"Oksekalv 8-16 uker","Limousin",1
2459,33,1,0,0,0,"Oksekalv 24-42 uker","Limousin",3
2019,31,0,1,0,0,"Kvige","Charolais",6
3075,50,0,0,0,0,"Kvigekalv 4-8 uker","Krysning - melkeraser",1
2683,50,0,1,0,0,"Oksekalv 8-16 uker","Norsk Rødt Fe (NRF)",3
3083,32,0,0,0,0,"Oksekalv 8-16 uker","Norsk Rødt Fe (NRF)",3
3767,32,0,0,1,0,"Oksekalv 16-24 uker","Norsk Rødt Fe (NRF)",7
3990,33,0,1,0,0,"Kvigekalv 4-8 uker","Norsk Rødt Fe (NRF)",5
3734,42,1,0,0,0,"Ku","Norsk Rødt Fe (NRF)",9
3687,33,0,1,0,0,"Oksekalv 16-24 uker","Aberdeen angus",1
3526,46,0,1,0,1,"Brukt Okse","Norsk Rødt Fe (NRF)",2
2356,34,0,1,0,0,"Kvigekalv 24-42 uker","Andre kjøttferaser",1
2319,11,0,0,1,0,"Kvige","Norsk Rødt Fe (NRF)",2
3622,32,0,1,0,0,"Oksekalv 8-16 uker","Holstein",1
3556,11,0,0,0,0,"Kvigekalv 24-42 uker","Jersey",3
3553,11,0,1,0,0,"Oksekalv 24-42 uker","Jersey",1
3500,18,1,0,0,0,"Kvigekalv 8-16 uker","Aberdeen angus",6
3838,42,0,0,0,1,"Ku","Norsk Rødt Fe (NRF)",2
3518,50,0,1,0,1,"Kvigekalv 1-3 uker","Krysning - kjøttfe",6
3899,33,0,0,1,0,"Brukt Okse","Limousin",9
2874,15,0,1,1,0,"Kvigekalv 8-16 uker","Holstein",1
2092,33,0,0,0,0,"Kvigekalv 4-8 uker","Gamle norske raser",9
2983,50,1,1,0,0,"Ung Okse","Andre kjøttferaser",8
2084,50,0,0,1,0,"Oksekalv 4-8 uker","Norsk Rødt Fe (NRF)",2
2496,50,1,0,0,0,"Kvigekalv 16-24 uker","Holstein",1
2566,31,0,0,0,0,"Ung Kvige","Gamle norske raser",3
2749,56,0,1,0,0,"Kvige","Norsk Rødt Fe (NRF)",2
3175,32,0,1,0,0,"Oksekalv 8-16 uker","Scottish Highland",6
